name,bio,location,link
,,,https://www.google.com/search?q=site:linkedin.com/in/+AND+%22startups%22+AND+%22London%22&gbv=1&sei=m6QSYLS8N-6a4-EP3ZSEuAQ
,,,https://www.google.com/maps?q=site:linkedin.com/in/+AND+%22startups%22+AND+%22London%22&gs_lcp=CgZwc3ktYWIQA1D4HljoImDEK2gAcAB4AIABkQGIAbMEkgEDMC40mAEAoAEBqgEHZ3dzLXdpeg&uact=5&um=1&ie=UTF-8&sa=X&ved=2ahUKEwj09e_Bx77uAhVuzTgGHV0KAUcQ_AUoAnoECAoQBA
,,,https://www.google.com/search?q=related:https://uk.linkedin.com/in/martakrupinska&sa=X&ved=2ahUKEwj09e_Bx77uAhVuzTgGHV0KAUcQHzADegQIBBAH
,,,https://www.google.com/search?q=related:https://uk.linkedin.com/in/benjamin-davies-4494829&sa=X&ved=2ahUKEwj09e_Bx77uAhVuzTgGHV0KAUcQHzACegQIBxAH
,,,https://www.google.com/search?q=site:linkedin.com/in/+AND+%22startups%22+AND+%22London%22&source=lnms&tbm=vid&sa=X&ved=2ahUKEwj09e_Bx77uAhVuzTgGHV0KAUcQ_AUoBHoECAoQBg
,,,https://www.google.com/search?q=site:linkedin.com/in/+AND+%22startups%22+AND+%22London%22&source=lnms&tbm=isch&sa=X&ved=2ahUKEwj09e_Bx77uAhVuzTgGHV0KAUcQ_AUoA3oECAoQBQ
,,,https://www.google.com/search?q=site:linkedin.com/in/+AND+%22startups%22+AND+%22London%22&source=lnms&tbm=nws&sa=X&ved=2ahUKEwj09e_Bx77uAhVuzTgGHV0KAUcQ_AUoAXoECAoQAw
,,,https://www.google.com/search?q=site:linkedin.com/in/+AND+%22startups%22+AND+%22London%22&ei=m6QSYLS8N-6a4-EP3ZSEuAQ&start=20&sa=N&ved=2ahUKEwj09e_Bx77uAhVuzTgGHV0KAUcQ8tMDegQIChA3
,,,https://www.google.com/search?q=site:linkedin.com/in/+AND+%22startups%22+AND+%22London%22&ei=m6QSYLS8N-6a4-EP3ZSEuAQ&start=10&sa=N&ved=2ahUKEwj09e_Bx77uAhVuzTgGHV0KAUcQ8tMDegQIChA1
,,,https://www.google.com/search?q=google+london+linkedin&sa=X&ved=2ahUKEwj09e_Bx77uAhVuzTgGHV0KAUcQ1QIoBnoECAkQBw
,,,https://www.google.com/search?q=google+for+startups+linkedin&sa=X&ved=2ahUKEwj09e_Bx77uAhVuzTgGHV0KAUcQ1QIoBHoECAkQBQ
,,,https://www.google.com/search?q=site:linkedin.com/in/+AND+%22startups%22+AND+%22London%22&ei=m6QSYLS8N-6a4-EP3ZSEuAQ&start=10&sa=N&ved=2ahUKEwj09e_Bx77uAhVuzTgGHV0KAUcQ8NMDegQIChBH
,,,https://www.google.com/search?q=site:linkedin.com/in/+AND+%22startups%22+AND+%22London%22&ei=m6QSYLS8N-6a4-EP3ZSEuAQ&start=90&sa=N&ved=2ahUKEwj09e_Bx77uAhVuzTgGHV0KAUcQ8tMDegQIChBF
,,,https://www.google.com/search?q=site:linkedin.com/in/+AND+%22startups%22+AND+%22London%22&ei=m6QSYLS8N-6a4-EP3ZSEuAQ&start=80&sa=N&ved=2ahUKEwj09e_Bx77uAhVuzTgGHV0KAUcQ8tMDegQIChBD
,,,https://www.google.com/search?q=site:linkedin.com/in/+AND+%22startups%22+AND+%22London%22&ei=m6QSYLS8N-6a4-EP3ZSEuAQ&start=70&sa=N&ved=2ahUKEwj09e_Bx77uAhVuzTgGHV0KAUcQ8tMDegQIChBB
,,,https://www.google.com/search?q=site:linkedin.com/in/+AND+%22startups%22+AND+%22London%22&ei=m6QSYLS8N-6a4-EP3ZSEuAQ&start=60&sa=N&ved=2ahUKEwj09e_Bx77uAhVuzTgGHV0KAUcQ8tMDegQIChA_
,,,https://www.google.com/search?q=site:linkedin.com/in/+AND+%22startups%22+AND+%22London%22&ei=m6QSYLS8N-6a4-EP3ZSEuAQ&start=50&sa=N&ved=2ahUKEwj09e_Bx77uAhVuzTgGHV0KAUcQ8tMDegQIChA9
,,,https://www.google.com/search?q=site:linkedin.com/in/+AND+%22startups%22+AND+%22London%22&ei=m6QSYLS8N-6a4-EP3ZSEuAQ&start=40&sa=N&ved=2ahUKEwj09e_Bx77uAhVuzTgGHV0KAUcQ8tMDegQIChA7
,,,https://www.google.com/search?q=site:linkedin.com/in/+AND+%22startups%22+AND+%22London%22&ei=m6QSYLS8N-6a4-EP3ZSEuAQ&start=30&sa=N&ved=2ahUKEwj09e_Bx77uAhVuzTgGHV0KAUcQ8tMDegQIChA5
,,,https://www.google.com/search?q=related:https://uk.linkedin.com/in/amali&sa=X&ved=2ahUKEwj09e_Bx77uAhVuzTgGHV0KAUcQHzAJegQICxAH
,,,https://www.google.com/search?q=related:https://uk.linkedin.com/in/jameskerreid&sa=X&ved=2ahUKEwj09e_Bx77uAhVuzTgGHV0KAUcQHzAHegQICBAH
,,,https://www.google.com/search?q=related:https://uk.linkedin.com/in/oliver-david&sa=X&ved=2ahUKEwj09e_Bx77uAhVuzTgGHV0KAUcQHzAGegQIBhAH
,,,https://www.google.com/search?q=related:https://uk.linkedin.com/in/alexandrakbaker&sa=X&ved=2ahUKEwj09e_Bx77uAhVuzTgGHV0KAUcQHzAFegQIAxAH
name,bio,location,link
